Order Number,Manufacturing Time (days),Delivery Time (days),Units Shipped,Damaged Units,Returns,Supplier,Raw Material Lead Time (days)
ORD4162,6,2,132,3,4,S-2,3
ORD4163,7,2,142,3,4,S-2,2
ORD4164,4,1,188,2,4,S-2,2
ORD4165,9,2,104,7,3,S-3,4
ORD4166,6,3,68,4,0,S-1,6
ORD4167,5,4,141,6,1,S-2,4
ORD4168,3,3,139,9,3,S-2,6
ORD4169,3,3,60,5,1,S-2,2
ORD4170,6,3,191,8,0,S-3,3
ORD4171,8,2,109,2,2,S-2,5
ORD4172,3,3,90,5,3,S-2,3
ORD4173,7,1,179,2,0,S-1,2
ORD4174,3,4,156,1,3,S-3,2
ORD4175,7,2,109,2,4,S-1,3
ORD4176,5,3,197,1,3,S-2,3
ORD4177,9,1,71,1,2,S-3,2
ORD4178,4,4,177,9,2,S-2,3
ORD4179,2,3,175,6,1,S-2,5
ORD4180,6,4,152,9,3,S-3,5
ORD4181,6,2,181,2,4,S-1,4
ORD4182,7,2,159,7,2,S-3,5
ORD4183,5,1,107,1,1,S-3,2
ORD4184,5,2,114,6,4,S-1,2
ORD4185,8,1,107,2,4,S-3,4
ORD4186,2,3,125,8,4,S-1,6
ORD4187,9,4,68,6,0,S-1,4
ORD4188,4,2,177,8,2,S-3,6
ORD4189,6,4,153,1,0,S-3,6
ORD4190,7,4,156,5,0,S-1,3
ORD4191,5,3,167,4,2,S-1,5
ORD4192,9,3,128,1,3,S-1,6
ORD4193,6,2,133,3,1,S-1,3
ORD4194,7,3,167,3,2,S-1,4
ORD4195,3,4,198,7,1,S-3,4
ORD4196,9,1,59,6,3,S-2,6
ORD4197,6,1,79,4,2,S-3,3
ORD4198,4,1,73,8,4,S-2,2
ORD4199,9,2,104,0,2,S-1,5
ORD4200,7,3,153,3,3,S-3,6
ORD4201,4,3,176,4,0,S-2,2
ORD4202,6,3,174,7,2,S-1,5
ORD4203,3,3,142,2,4,S-3,2
ORD4204,4,4,57,4,2,S-2,3
ORD4205,5,1,187,2,0,S-3,6
ORD4206,7,4,124,6,2,S-2,2
ORD4207,6,2,89,9,4,S-3,2
ORD4208,3,1,189,2,3,S-3,2
ORD4209,5,1,134,6,4,S-2,6
ORD4210,6,4,65,1,3,S-3,3
ORD4211,9,2,127,6,4,S-3,3
ORD4212,8,2,97,8,1,S-1,2
ORD4213,3,1,140,4,2,S-2,3
ORD4214,5,3,178,5,2,S-3,5
ORD4215,4,2,71,9,0,S-2,3
ORD4216,6,4,192,2,1,S-3,2
ORD4217,6,2,63,9,0,S-2,5
ORD4218,4,1,122,4,2,S-2,6
ORD4219,8,3,68,4,0,S-1,4
ORD4220,2,2,89,2,3,S-1,3
ORD4221,5,1,147,7,1,S-2,5
ORD4222,4,2,53,5,4,S-3,4
ORD4223,9,3,82,2,3,S-2,6
ORD4224,6,4,92,0,4,S-3,4
ORD4225,9,1,76,9,0,S-2,6
ORD4226,5,1,130,0,2,S-1,2
ORD4227,8,3,162,9,3,S-1,2
ORD4228,5,1,166,1,1,S-3,6
ORD4229,9,3,173,9,4,S-2,4
ORD4230,9,1,144,4,3,S-3,3
ORD4231,2,3,112,6,2,S-1,4
ORD4232,6,2,183,0,1,S-2,4
ORD4233,3,2,173,0,1,S-1,3
ORD4234,2,2,165,3,4,S-1,4
ORD4235,2,1,144,9,3,S-2,4
ORD4236,3,3,116,5,3,S-3,5
ORD4237,3,3,146,8,1,S-2,6
ORD4238,8,4,165,0,0,S-1,2
ORD4239,8,2,62,9,1,S-1,6
ORD4240,2,4,198,4,2,S-1,4
ORD4241,5,2,113,8,3,S-1,3
ORD4242,4,4,134,7,4,S-3,3
ORD4243,4,2,105,6,3,S-2,2
ORD4244,2,3,190,9,1,S-2,2
ORD4245,5,2,181,1,2,S-3,2
ORD4246,3,1,161,8,0,S-3,3
ORD4247,7,2,82,7,3,S-1,4
ORD4248,2,2,102,9,1,S-2,2
ORD4249,6,3,150,9,1,S-2,2
ORD4250,5,1,138,8,1,S-2,3
ORD4251,6,3,78,8,2,S-3,4
ORD4252,6,4,100,8,1,S-1,2
ORD4253,2,4,99,2,1,S-1,4
ORD4254,5,1,160,6,1,S-2,5
ORD4255,6,4,85,0,3,S-1,2
ORD4256,8,1,158,8,1,S-3,2
ORD4257,9,2,109,8,2,S-3,3
ORD4258,8,4,195,2,3,S-2,5
ORD4259,5,2,69,4,1,S-1,5
ORD4260,4,3,182,7,0,S-3,5
ORD4261,9,4,195,5,2,S-3,6
ORD4262,7,3,173,9,0,S-3,3
ORD4263,6,3,50,9,2,S-3,3
ORD4264,6,1,68,8,0,S-1,2
ORD4265,5,3,136,2,1,S-3,3
ORD4266,8,1,78,6,0,S-3,2
ORD4267,7,1,108,5,0,S-1,2
ORD4268,4,1,112,4,2,S-2,6
ORD4269,6,1,147,3,1,S-2,3
ORD4270,2,1,97,4,2,S-3,3
ORD4271,8,2,111,3,1,S-2,6
ORD4272,5,1,67,2,4,S-1,6
ORD4273,5,4,76,6,3,S-3,3
ORD4274,8,1,55,5,3,S-1,3
ORD4275,6,2,55,3,2,S-2,2
ORD4276,4,4,80,8,1,S-2,4
ORD4277,6,4,154,0,0,S-3,2
ORD4278,8,2,143,0,3,S-2,5
ORD4279,9,4,105,8,2,S-3,5
ORD4280,3,2,67,6,2,S-3,4
ORD4281,6,3,136,1,2,S-1,6
ORD4282,7,3,72,9,1,S-2,5
ORD4283,9,1,74,4,2,S-2,6
ORD4284,8,1,56,3,4,S-3,6
ORD4285,9,1,197,0,0,S-3,2
ORD4286,7,1,182,8,2,S-3,6
ORD4287,9,2,67,5,1,S-3,4
ORD4288,9,3,155,5,0,S-1,2
ORD4289,8,2,82,3,0,S-2,4
ORD4290,3,4,128,1,3,S-1,6
ORD4291,7,4,84,7,2,S-2,5
ORD4292,7,4,159,7,2,S-1,6
ORD4293,2,4,114,2,1,S-3,4
ORD4294,5,4,112,6,4,S-1,3
ORD4295,7,3,121,6,4,S-1,3
ORD4296,5,2,90,4,3,S-3,5
ORD4297,8,4,177,4,4,S-3,4
ORD4298,4,1,157,7,1,S-2,5
ORD4299,6,3,153,3,3,S-2,2
ORD4300,2,1,87,0,2,S-1,6
ORD4301,8,3,84,0,4,S-1,2
ORD4302,3,3,185,8,1,S-1,3
ORD4303,4,1,151,3,1,S-3,6
ORD4304,9,1,117,0,2,S-2,2
ORD4305,2,4,86,1,1,S-1,3
ORD4306,2,1,134,9,3,S-2,2
ORD4307,8,2,190,6,3,S-2,6
ORD4308,3,3,78,1,0,S-3,2
ORD4309,3,3,90,0,2,S-3,6
ORD4310,5,4,105,9,1,S-1,2
ORD4311,6,3,65,8,4,S-1,5
ORD4312,8,1,189,4,3,S-1,2
ORD4313,4,3,115,3,2,S-1,2
ORD4314,6,3,196,3,2,S-1,5
ORD4315,4,1,193,0,3,S-2,3
ORD4316,2,1,190,2,0,S-2,6
ORD4317,7,3,118,0,2,S-3,4
ORD4318,7,2,72,4,1,S-3,3
ORD4319,8,1,102,4,4,S-2,6
ORD4320,3,2,169,8,4,S-3,2
ORD4321,3,2,194,7,3,S-3,3
ORD4322,9,4,177,4,2,S-1,2
ORD4323,2,2,98,4,4,S-3,3
ORD4324,2,4,62,6,2,S-3,3
ORD4325,4,2,157,1,3,S-3,4
ORD4326,2,4,199,6,0,S-2,5
ORD4327,9,1,134,0,4,S-2,3
ORD4328,8,3,94,4,1,S-1,2
ORD4329,4,3,131,5,3,S-3,4
ORD4330,6,4,117,9,0,S-2,3
ORD4331,3,1,146,0,1,S-1,5
ORD4332,3,4,197,8,1,S-3,2
ORD4333,7,4,126,8,4,S-1,4
ORD4334,7,1,84,0,2,S-1,6
ORD4335,9,2,185,3,3,S-3,5
ORD4336,8,2,101,7,1,S-2,6
ORD4337,3,1,89,1,4,S-3,6
ORD4338,9,4,170,7,0,S-3,4
ORD4339,8,3,162,9,1,S-3,4
ORD4340,6,4,160,8,0,S-2,4
ORD4341,6,2,85,8,3,S-3,6
ORD4342,5,1,183,0,4,S-2,2
ORD4343,4,1,119,8,0,S-1,4
ORD4344,7,1,122,3,2,S-2,5
ORD4345,4,2,65,7,0,S-1,4
ORD4346,7,4,87,8,0,S-1,4
ORD4347,5,1,67,2,4,S-3,4
ORD4348,3,3,61,5,4,S-2,6
ORD4349,9,1,103,2,1,S-1,2
ORD4350,8,4,50,0,0,S-1,4
ORD4351,4,2,192,9,0,S-2,6
ORD4352,7,3,160,5,4,S-2,5
ORD4353,4,3,70,4,2,S-1,2
ORD4354,3,1,178,2,4,S-1,6
ORD4355,8,4,142,3,2,S-2,3
ORD4356,2,1,189,1,4,S-2,5
ORD4357,7,3,173,9,3,S-1,5
ORD4358,9,1,88,9,0,S-3,3
ORD4359,2,4,109,3,2,S-2,6
ORD4360,5,2,146,3,3,S-1,6
ORD4361,8,3,153,2,2,S-1,5
ORD4362,6,4,188,5,1,S-3,6
ORD4363,4,1,159,0,1,S-2,3
ORD4364,7,3,78,8,0,S-1,6
ORD4365,9,1,138,9,3,S-3,5
ORD4366,4,1,168,2,3,S-2,6
ORD4367,5,2,190,2,1,S-3,2
ORD4368,5,1,100,2,0,S-1,3
ORD4369,4,1,157,6,1,S-3,3
ORD4370,7,4,196,7,3,S-1,4
ORD4371,9,1,107,1,2,S-1,6
ORD4372,8,2,85,0,3,S-3,3
ORD4373,3,1,77,4,0,S-3,6
ORD4374,8,1,180,7,3,S-1,2
ORD4375,3,1,150,2,4,S-3,5
ORD4376,9,3,156,5,3,S-2,5
ORD4377,6,2,138,2,4,S-2,4
ORD4378,8,3,84,5,1,S-3,4
ORD4379,9,2,142,3,4,S-3,3
ORD4380,4,2,154,6,3,S-2,3
ORD4381,4,4,125,9,3,S-1,3
ORD4382,7,3,133,0,3,S-1,2
ORD4383,4,2,125,0,0,S-2,4
ORD4384,7,2,99,4,1,S-1,4
ORD4385,9,4,149,8,4,S-3,5
ORD4386,4,3,121,4,2,S-3,4
ORD4387,5,1,164,3,4,S-2,4
ORD4388,2,4,126,7,3,S-2,2
ORD4389,9,2,170,4,2,S-2,3
ORD4390,4,3,103,0,2,S-2,2
ORD4391,2,2,120,6,4,S-1,6
ORD4392,3,4,134,3,4,S-1,5
ORD4393,6,4,151,9,4,S-1,5
ORD4394,8,3,156,4,4,S-3,5
ORD4395,8,4,77,5,1,S-3,3
ORD4396,9,4,157,6,0,S-2,3
ORD4397,3,1,70,1,0,S-2,3
ORD4398,4,2,76,0,4,S-1,5
ORD4399,8,1,126,2,0,S-1,5
ORD4400,7,1,99,9,4,S-1,5
ORD4401,3,3,106,0,4,S-2,6
ORD4402,5,4,168,3,4,S-1,6
ORD4403,2,2,113,5,1,S-2,5
ORD4404,7,2,97,4,3,S-2,3
ORD4405,8,2,199,3,0,S-3,3
ORD4406,7,4,53,6,0,S-3,6
ORD4407,4,2,180,5,1,S-2,6
ORD4408,5,2,110,2,1,S-1,5
ORD4409,2,4,145,8,4,S-2,5
ORD4410,5,3,53,4,4,S-2,3
ORD4411,3,2,114,9,3,S-2,4
ORD4412,4,4,189,0,0,S-2,3
ORD4413,7,1,190,5,1,S-3,3
ORD4414,7,4,173,4,3,S-3,5
ORD4415,3,1,142,9,0,S-2,4
ORD4416,7,4,80,7,3,S-3,4
ORD4417,6,2,120,3,3,S-3,5
ORD4418,4,3,190,0,4,S-1,2
ORD4419,3,3,51,1,3,S-3,5
ORD4420,4,2,99,7,4,S-3,6
ORD4421,2,1,184,9,0,S-2,4
ORD4422,4,4,195,7,0,S-3,5
ORD4423,4,2,57,4,4,S-3,3
ORD4424,2,4,104,5,2,S-3,3
ORD4425,3,2,92,1,3,S-2,3
ORD4426,4,2,79,8,0,S-2,5
ORD4427,5,4,108,5,3,S-3,2
ORD4428,4,3,58,8,2,S-2,6
ORD4429,3,3,117,9,3,S-2,3
ORD4430,9,1,130,2,2,S-1,5
ORD4431,7,4,188,5,1,S-3,2
ORD4432,8,1,172,9,2,S-1,4
ORD4433,2,2,179,4,0,S-3,4
ORD4434,7,1,72,8,4,S-3,6
ORD4435,3,2,71,9,4,S-1,5
ORD4436,6,4,189,0,3,S-1,5
ORD4437,8,4,58,8,1,S-3,3
ORD4438,7,4,139,4,3,S-1,2
ORD4439,4,4,82,0,2,S-1,6
ORD4440,8,1,138,9,4,S-2,2
ORD4441,4,2,144,7,2,S-3,6
ORD4442,2,3,118,6,4,S-2,5
ORD4443,4,4,87,5,4,S-3,5
ORD4444,8,4,188,1,4,S-2,6
ORD4445,5,2,113,4,0,S-3,2
ORD4446,5,3,121,2,2,S-2,4
ORD4447,9,4,69,1,3,S-3,4
ORD4448,7,3,83,9,1,S-2,3
ORD4449,3,4,160,0,3,S-1,3
ORD4450,9,1,91,8,2,S-3,2
ORD4451,2,1,185,1,1,S-1,5
ORD4452,6,3,115,0,3,S-2,2
ORD4453,9,2,70,6,1,S-3,6
ORD4454,7,2,128,8,2,S-2,4
ORD4455,3,1,119,5,4,S-2,3
ORD4456,2,2,54,7,2,S-1,2
ORD4457,8,2,116,6,0,S-3,2
ORD4458,2,2,65,8,1,S-2,6
ORD4459,8,3,148,6,2,S-1,5
ORD4460,7,3,122,5,4,S-1,5
ORD4461,3,2,84,0,4,S-1,4
ORD4462,9,1,132,8,2,S-1,3
ORD4463,3,2,159,9,3,S-2,5
ORD4464,4,4,88,4,2,S-2,5
ORD4465,6,1,59,1,4,S-2,5
ORD4466,5,3,197,7,2,S-3,2
ORD4467,4,4,50,3,0,S-3,5
ORD4468,2,2,55,2,3,S-1,6
ORD4469,6,2,115,0,2,S-2,4
ORD4470,6,1,87,4,4,S-1,5
ORD4471,3,1,116,2,2,S-2,3
ORD4472,6,2,149,3,2,S-3,2
ORD4473,7,2,126,8,1,S-1,6
ORD4474,6,1,84,6,2,S-2,4
ORD4475,2,4,94,4,0,S-2,2
ORD4476,7,3,199,7,4,S-2,6
ORD4477,7,1,117,5,1,S-1,2
ORD4478,4,4,66,9,2,S-3,4
ORD4479,6,2,54,1,3,S-2,4
ORD4480,3,3,106,6,0,S-1,5
ORD4481,8,4,144,0,0,S-2,3
ORD4482,4,3,79,2,0,S-1,5
ORD4483,3,3,56,0,1,S-3,2
ORD4484,6,3,173,0,2,S-2,5
ORD4485,4,4,140,4,0,S-1,4
ORD4486,6,4,196,5,2,S-2,4
ORD4487,2,2,199,2,3,S-1,4
ORD4488,4,3,101,2,2,S-3,5
ORD4489,3,1,55,2,2,S-3,6
ORD4490,2,1,158,0,2,S-1,5
ORD4491,5,1,144,4,4,S-3,5
ORD4492,3,4,115,0,1,S-2,5
ORD4493,8,2,59,9,2,S-3,5
ORD4494,9,4,75,9,0,S-2,4
ORD4495,6,3,182,2,4,S-3,3
ORD4496,3,1,117,5,2,S-3,5
ORD4497,5,4,147,5,4,S-2,5
ORD4498,3,1,120,2,1,S-3,3
ORD4499,2,4,99,8,4,S-2,5
ORD4500,7,1,66,7,0,S-2,3
ORD4501,9,3,60,2,2,S-3,4
ORD4502,3,1,102,4,0,S-3,6
ORD4503,4,3,99,4,3,S-2,5
ORD4504,8,3,185,4,4,S-1,6
ORD4505,5,4,173,2,4,S-3,5
ORD4506,3,4,111,4,4,S-3,2
ORD4507,5,4,125,4,1,S-1,2
ORD4508,7,3,172,3,0,S-1,4
ORD4509,2,2,139,3,3,S-3,6
ORD4510,4,2,78,1,1,S-3,6
ORD4511,6,3,151,8,1,S-3,3
ORD4512,3,3,150,6,2,S-1,3
ORD4513,2,4,159,0,3,S-3,5
ORD4514,9,4,158,4,4,S-1,3
ORD4515,5,4,78,1,4,S-1,3
ORD4516,7,2,108,9,2,S-2,6
ORD4517,8,2,192,5,4,S-1,2
ORD4518,5,3,119,6,0,S-2,6
ORD4519,8,2,145,1,4,S-1,3
ORD4520,7,4,93,5,0,S-1,5
ORD4521,8,4,133,2,2,S-2,2
ORD4522,7,4,170,8,2,S-2,3
ORD4523,2,4,106,3,0,S-2,3
ORD4524,3,4,166,2,4,S-2,5
ORD4525,6,1,113,2,2,S-2,5
ORD4526,3,3,148,1,2,S-2,3
ORD4527,9,3,87,8,0,S-2,3
ORD4528,9,2,194,7,2,S-1,6
ORD4529,4,4,76,4,4,S-1,4
ORD4530,3,1,66,8,2,S-2,5
ORD4531,7,4,112,1,0,S-3,5
ORD4532,7,4,60,5,4,S-2,6
ORD4533,4,2,113,6,3,S-3,2
ORD4534,5,1,88,5,0,S-1,2
ORD4535,7,1,179,2,3,S-1,2
ORD4536,4,3,164,9,2,S-3,5
ORD4537,7,4,94,9,4,S-1,4
ORD4538,6,1,137,9,2,S-2,4
ORD4539,7,3,129,8,4,S-3,6
ORD4540,2,1,58,7,1,S-3,2
ORD4541,4,4,154,7,2,S-1,2
ORD4542,8,3,174,7,2,S-3,3
ORD4543,9,1,127,8,2,S-3,6
ORD4544,3,2,94,0,0,S-3,6
ORD4545,4,1,157,7,4,S-1,5
ORD4546,5,4,199,1,4,S-3,5
ORD4547,7,2,148,3,4,S-3,6
ORD4548,4,1,76,0,0,S-2,4
ORD4549,6,1,89,5,4,S-2,6
ORD4550,4,3,75,9,2,S-3,4
ORD4551,6,4,132,0,3,S-1,5
ORD4552,9,1,75,4,1,S-3,6
ORD4553,9,1,119,8,4,S-1,4
ORD4554,7,1,116,0,0,S-2,3
ORD4555,3,4,55,8,0,S-2,3
ORD4556,7,2,77,3,4,S-3,6
ORD4557,5,4,62,2,3,S-1,2
ORD4558,2,3,112,7,4,S-1,6
ORD4559,3,3,62,5,0,S-1,5
ORD4560,3,4,178,6,1,S-3,5
ORD4561,9,1,89,8,3,S-1,3
ORD4562,2,1,80,4,4,S-2,4
ORD4563,4,2,66,1,1,S-1,3
ORD4564,7,4,186,2,4,S-1,4
ORD4565,4,4,158,2,3,S-3,6
ORD4566,4,1,113,3,0,S-3,2
ORD4567,7,3,106,9,3,S-3,5
ORD4568,5,3,190,6,2,S-3,6
ORD4569,3,2,191,9,4,S-3,3
ORD4570,6,2,74,5,1,S-1,6
ORD4571,2,3,171,2,1,S-1,2
ORD4572,3,4,127,6,3,S-3,4
ORD4573,4,2,106,3,3,S-3,2
ORD4574,2,1,120,9,3,S-1,3
ORD4575,6,4,137,7,1,S-3,2
ORD4576,3,1,162,6,0,S-2,5
ORD4577,3,2,149,6,1,S-1,2
ORD4578,5,3,96,8,0,S-2,6
ORD4579,3,2,165,7,3,S-1,4
ORD4580,3,3,180,0,2,S-1,5
ORD4581,6,4,139,6,1,S-1,5
ORD4582,6,2,160,2,3,S-1,5
ORD4583,2,2,139,3,1,S-1,3
ORD4584,4,2,178,5,3,S-1,3
ORD4585,6,4,188,4,1,S-1,6
ORD4586,2,1,184,7,4,S-3,4
ORD4587,3,1,61,1,1,S-3,2
ORD4588,9,3,155,4,4,S-3,6
ORD4589,2,2,171,4,0,S-2,3
ORD4590,9,1,102,2,1,S-1,6
ORD4591,2,4,149,9,0,S-3,4
ORD4592,2,2,86,4,2,S-3,6
ORD4593,9,3,168,3,4,S-3,5
ORD4594,7,1,108,4,1,S-1,2
ORD4595,2,4,103,9,0,S-1,3
ORD4596,9,4,195,8,3,S-2,3
ORD4597,6,3,50,6,0,S-2,4
ORD4598,8,1,198,0,1,S-1,4
ORD4599,8,2,77,2,2,S-2,4
ORD4600,8,4,161,8,4,S-3,3
ORD4601,8,3,65,3,3,S-2,5
ORD4602,7,4,77,3,0,S-3,2
ORD4603,4,4,199,9,1,S-2,4
ORD4604,9,1,161,5,1,S-3,3
ORD4605,2,1,178,2,4,S-2,5
ORD4606,5,2,165,2,3,S-2,4
ORD4607,8,4,147,8,0,S-1,4
ORD4608,3,3,119,4,0,S-1,2
ORD4609,8,4,141,6,0,S-3,2
ORD4610,8,3,52,4,4,S-1,6
ORD4611,3,4,130,5,4,S-3,4
ORD4612,7,3,93,7,3,S-1,6
ORD4613,3,4,73,7,0,S-1,3
ORD4614,3,4,197,1,0,S-3,2
ORD4615,7,2,148,8,3,S-2,5
ORD4616,3,1,190,9,3,S-3,4
ORD4617,2,1,161,5,3,S-3,4
ORD4618,8,3,197,6,1,S-3,6
ORD4619,4,4,172,2,3,S-1,2
ORD4620,7,4,161,3,2,S-1,6
ORD4621,5,1,179,5,4,S-1,4
ORD4622,7,3,117,6,3,S-3,2
ORD4623,6,2,140,5,1,S-2,4
ORD4624,5,2,109,4,2,S-2,2
ORD4625,6,2,181,1,1,S-3,4
ORD4626,9,4,173,6,1,S-3,5
ORD4627,9,3,145,4,1,S-2,6
ORD4628,7,1,194,8,1,S-1,2
ORD4629,6,4,178,3,0,S-3,6
ORD4630,5,4,82,9,4,S-2,2
ORD4631,2,2,79,1,0,S-2,2
ORD4632,7,3,54,6,2,S-2,2
ORD4633,7,3,167,6,0,S-1,4
ORD4634,3,2,189,0,2,S-2,3
ORD4635,7,2,87,4,3,S-2,4
ORD4636,8,2,66,2,2,S-2,3
ORD4637,9,4,158,8,0,S-3,4
ORD4638,8,4,89,8,0,S-3,3
ORD4639,7,4,189,6,2,S-3,2
ORD4640,9,1,160,8,0,S-2,2
ORD4641,9,1,177,1,2,S-2,3
ORD4642,2,3,144,9,1,S-1,3
ORD4643,3,2,196,7,4,S-2,6
ORD4644,4,2,78,9,2,S-1,2
ORD4645,6,4,194,9,1,S-2,4
ORD4646,5,1,122,9,1,S-1,6
ORD4647,4,2,70,0,1,S-3,3
ORD4648,3,3,109,2,1,S-2,4
ORD4649,8,2,147,7,2,S-1,5
ORD4650,8,4,124,7,0,S-3,5
ORD4651,8,4,168,9,1,S-3,5
ORD4652,2,1,197,7,3,S-2,4
ORD4653,9,3,162,6,1,S-1,3
ORD4654,8,3,163,1,0,S-1,4
ORD4655,5,2,152,2,0,S-1,6
ORD4656,6,3,129,8,4,S-3,6
ORD4657,7,2,112,1,4,S-1,5
ORD4658,7,2,106,6,1,S-3,3
ORD4659,4,1,78,0,1,S-1,6
ORD4660,6,3,178,2,4,S-3,2
ORD4661,3,4,173,0,1,S-2,2
ORD4662,6,2,108,5,3,S-3,5
ORD4663,2,2,135,3,2,S-1,5
ORD4664,4,2,120,0,4,S-3,5
ORD4665,4,3,138,4,4,S-1,6
ORD4666,2,3,147,3,0,S-2,3
ORD4667,6,3,93,9,1,S-3,5
ORD4668,8,2,165,9,4,S-2,4
ORD4669,2,4,124,1,4,S-3,5
ORD4670,8,4,192,6,3,S-3,6
ORD4671,5,3,72,7,1,S-2,3
ORD4672,2,4,94,3,2,S-2,5
ORD4673,8,2,141,8,3,S-3,2
ORD4674,6,3,62,2,2,S-3,5
ORD4675,8,3,83,5,0,S-3,5
ORD4676,2,2,119,6,4,S-2,3
ORD4677,3,3,157,6,3,S-1,4
ORD4678,7,2,182,5,2,S-2,5
ORD4679,2,3,175,8,1,S-3,5
ORD4680,7,4,70,0,0,S-3,6
ORD4681,2,3,180,8,0,S-2,3
ORD4682,6,3,72,8,4,S-3,6
ORD4683,5,3,68,3,4,S-3,5
ORD4684,5,1,99,4,2,S-3,5
ORD4685,7,4,69,2,2,S-3,2
ORD4686,9,2,165,6,0,S-3,6
ORD4687,9,1,141,1,2,S-1,3
ORD4688,6,4,142,7,4,S-2,5
ORD4689,8,3,132,8,0,S-2,2
ORD4690,6,3,102,5,0,S-2,2
ORD4691,9,2,172,8,1,S-1,4
ORD4692,6,2,134,5,1,S-1,3
ORD4693,3,4,131,2,2,S-2,2
ORD4694,4,4,58,9,2,S-2,3
ORD4695,9,2,53,2,4,S-2,5
ORD4696,9,4,74,1,4,S-3,4
ORD4697,2,2,83,4,1,S-1,3
ORD4698,6,3,122,3,0,S-1,4
ORD4699,6,2,186,5,3,S-3,3
ORD4700,6,1,131,4,3,S-1,3
ORD4701,5,2,190,5,2,S-2,6
ORD4702,6,2,186,3,3,S-1,4
ORD4703,9,1,53,2,3,S-3,3
ORD4704,2,1,56,0,1,S-2,6
ORD4705,8,1,64,4,0,S-1,6
ORD4706,8,1,87,5,4,S-2,4
ORD4707,6,2,140,4,1,S-1,5
ORD4708,2,4,101,4,4,S-2,4
ORD4709,3,1,130,5,1,S-3,3
ORD4710,8,3,149,3,1,S-3,5
ORD4711,9,2,56,3,3,S-1,4
ORD4712,4,4,156,7,4,S-1,4
ORD4713,5,3,94,7,1,S-2,4
ORD4714,2,2,108,2,3,S-3,4
ORD4715,8,2,171,6,2,S-2,5
ORD4716,8,3,70,4,4,S-3,3
ORD4717,7,1,52,4,1,S-2,6
ORD4718,3,1,191,2,2,S-2,4
ORD4719,4,3,51,1,3,S-2,6
ORD4720,4,4,78,2,1,S-1,6
ORD4721,4,1,195,6,3,S-3,6
ORD4722,9,2,86,2,3,S-1,4
ORD4723,2,2,94,1,3,S-1,4
ORD4724,3,4,169,3,4,S-2,4
ORD4725,6,2,95,4,2,S-3,4
ORD4726,7,1,189,6,2,S-1,2
ORD4727,3,4,102,0,0,S-2,3
ORD4728,3,1,94,7,1,S-3,2
ORD4729,8,4,81,9,3,S-3,5
ORD4730,3,3,67,2,1,S-1,2
ORD4731,2,2,62,5,2,S-2,2
ORD4732,7,4,181,3,2,S-1,2
ORD4733,2,3,72,4,3,S-3,3
ORD4734,7,1,111,9,4,S-1,6
ORD4735,7,3,103,5,3,S-2,5
ORD4736,8,1,118,1,3,S-3,5
ORD4737,2,4,63,2,0,S-2,3
ORD4738,7,4,147,7,4,S-2,2
ORD4739,3,2,77,7,1,S-3,6
ORD4740,2,2,144,0,4,S-2,4
ORD4741,7,4,120,9,3,S-2,3
ORD4742,9,1,116,7,3,S-2,6
ORD4743,4,1,149,1,3,S-3,3
ORD4744,2,4,110,9,3,S-2,3
ORD4745,8,1,152,9,3,S-1,4
ORD4746,9,4,186,7,4,S-1,6
ORD4747,9,2,168,9,3,S-2,2
ORD4748,5,1,66,4,2,S-1,6
ORD4749,2,2,98,0,2,S-1,6
ORD4750,9,3,127,7,0,S-3,2
ORD4751,2,2,95,4,1,S-2,4
ORD4752,2,3,142,0,2,S-3,6
ORD4753,7,2,170,3,0,S-2,2
ORD4754,2,2,62,0,4,S-1,3
ORD4755,5,1,94,8,1,S-3,3
ORD4756,6,2,66,9,3,S-3,2
ORD4757,2,4,96,1,3,S-1,3
ORD4758,4,1,111,7,4,S-1,6
ORD4759,5,1,92,3,1,S-2,2
ORD4760,6,1,117,8,2,S-2,6
ORD4761,7,2,173,1,1,S-1,5
ORD4762,2,1,158,2,0,S-1,4
ORD4763,6,3,77,1,4,S-3,4
ORD4764,4,3,143,9,2,S-3,4
ORD4765,5,2,167,4,1,S-2,2
ORD4766,5,1,140,0,1,S-3,5
ORD4767,7,4,133,2,2,S-1,4
ORD4768,7,4,82,0,0,S-1,6
ORD4769,7,3,74,9,0,S-1,4
ORD4770,6,2,68,7,1,S-1,5
ORD4771,2,2,155,3,3,S-2,6
ORD4772,3,2,82,2,2,S-1,6
ORD4773,9,2,116,7,0,S-1,2
ORD4774,5,2,191,8,0,S-1,2
ORD4775,3,1,91,7,0,S-1,3
ORD4776,8,1,144,5,4,S-2,5
ORD4777,5,1,96,2,3,S-2,6
ORD4778,9,4,84,7,0,S-3,5
ORD4779,7,1,166,4,3,S-2,4
ORD4780,9,2,125,4,1,S-2,4
ORD4781,2,2,191,8,1,S-2,3
ORD4782,2,4,195,0,4,S-3,6
ORD4783,5,4,177,6,3,S-1,6
ORD4784,6,3,104,7,2,S-3,3
ORD4785,8,4,147,9,4,S-1,4
ORD4786,9,3,157,2,0,S-2,6
ORD4787,7,1,98,7,1,S-1,5
ORD4788,2,2,162,0,1,S-3,6
ORD4789,8,3,183,7,2,S-1,4
ORD4790,8,3,119,6,4,S-1,6
ORD4791,2,3,135,3,3,S-2,6
ORD4792,4,4,185,6,1,S-1,2
ORD4793,9,4,192,9,0,S-1,6
ORD4794,8,4,88,6,2,S-2,3
