Order Number,Order Date,Order Status,Freight Cost
ORD4360,3/14/2023,On Time,133.29
ORD4361,3/15/2023,On Time,124.27
ORD4362,3/16/2023,On Time,134.66
ORD4363,3/17/2023,On Time,56.39
ORD4364,3/18/2023,On Time,53.16
ORD4365,3/19/2023,On Time,75.85
ORD4366,3/20/2023,Late,140.07
ORD4367,3/21/2023,On Time,132.37
ORD4368,3/22/2023,Late,118.27
ORD4369,3/23/2023,On Time,120.08
ORD4370,3/24/2023,Late,122.67
ORD4371,3/25/2023,Late,144.26
ORD4372,3/26/2023,On Time,133.22
ORD4373,3/27/2023,On Time,112.34
ORD4374,3/28/2023,On Time,116.57
ORD4375,3/29/2023,On Time,71.37
ORD4376,3/30/2023,On Time,115.73
ORD4377,3/31/2023,On Time,92.47
ORD4378,4/1/2023,On Time,65.3
ORD4379,4/2/2023,On Time,130.64
ORD4380,4/3/2023,Late,101.02
ORD4381,4/4/2023,On Time,147.74
ORD4382,4/5/2023,On Time,78.17
ORD4383,4/6/2023,On Time,98.07
ORD4384,4/7/2023,Late,94.8
ORD4385,4/8/2023,On Time,62.08
ORD4386,4/9/2023,On Time,92.61
ORD4387,4/10/2023,On Time,78.76
ORD4388,4/11/2023,On Time,66.03
ORD4389,4/12/2023,On Time,78.22
ORD4390,4/13/2023,Late,73.33
ORD4391,4/14/2023,On Time,123.41
ORD4392,4/15/2023,On Time,53.08
ORD4393,4/16/2023,Late,111.75
ORD4394,4/17/2023,On Time,126.07
ORD4395,4/18/2023,On Time,98.07
ORD4396,4/19/2023,Late,143.16
ORD4397,4/20/2023,On Time,120.79
ORD4398,4/21/2023,On Time,124.79
ORD4399,4/22/2023,On Time,69.69
ORD4400,4/23/2023,On Time,127.73
ORD4401,4/24/2023,On Time,133.21
ORD4402,4/25/2023,On Time,86.13
ORD4403,4/26/2023,On Time,71.34
ORD4404,4/27/2023,Late,88.51
ORD4405,4/28/2023,On Time,123.96
ORD4406,4/29/2023,Late,91.76
ORD4407,4/30/2023,Late,123.67
ORD4408,5/1/2023,On Time,61.36
ORD4409,5/2/2023,On Time,130.6
ORD4410,5/3/2023,On Time,75.32
ORD4411,5/4/2023,On Time,74.89
ORD4412,5/5/2023,Late,109.04
ORD4413,5/6/2023,On Time,57.01
ORD4414,5/7/2023,On Time,52.63
ORD4415,5/8/2023,On Time,76.1
ORD4416,5/9/2023,On Time,103.81
ORD4417,5/10/2023,On Time,140.76
ORD4418,5/11/2023,On Time,134.64
ORD4419,5/12/2023,On Time,99.04
ORD4420,5/13/2023,On Time,53.71
ORD4421,5/14/2023,On Time,103.53
ORD4422,5/15/2023,On Time,120.48
ORD4423,5/16/2023,On Time,83.92
ORD4424,5/17/2023,Late,61.11
ORD4425,5/18/2023,On Time,77.86
ORD4426,5/19/2023,On Time,127.16
ORD4427,5/20/2023,On Time,85.12
ORD4428,5/21/2023,On Time,131.2
ORD4429,5/22/2023,Late,81.95
ORD4430,5/23/2023,On Time,66.36
ORD4431,5/24/2023,On Time,93.58
ORD4432,5/25/2023,On Time,95.23
ORD4433,5/26/2023,On Time,51.61
ORD4434,5/27/2023,On Time,61.7
ORD4435,5/28/2023,On Time,68.49
ORD4436,5/29/2023,On Time,61.36
ORD4437,5/30/2023,On Time,84.15
ORD4438,5/31/2023,On Time,146.46
ORD4439,6/1/2023,Late,100.92
ORD4440,6/2/2023,On Time,112.76
ORD4441,6/3/2023,On Time,85.64
ORD4442,6/4/2023,On Time,82.35
ORD4443,6/5/2023,Late,52.31
ORD4444,6/6/2023,On Time,100.03
ORD4445,6/7/2023,Late,98.36
ORD4446,6/8/2023,On Time,65.78
ORD4447,6/9/2023,On Time,126.43
ORD4448,6/10/2023,On Time,99.27
ORD4449,6/11/2023,On Time,83.9
ORD4450,6/12/2023,On Time,64.69
ORD4451,6/13/2023,On Time,105.22
ORD4452,6/14/2023,On Time,125.28
ORD4453,6/15/2023,On Time,78.2
ORD4454,6/16/2023,On Time,71.88
ORD4455,6/17/2023,On Time,102.19
ORD4456,6/18/2023,On Time,65.53
ORD4457,6/19/2023,On Time,116.66
ORD4458,6/20/2023,On Time,110.53
ORD4459,6/21/2023,On Time,58.71
ORD4460,6/22/2023,Late,53.65
ORD4461,6/23/2023,On Time,112.03
ORD4462,6/24/2023,On Time,79.43
ORD4463,6/25/2023,On Time,58.64
ORD4464,6/26/2023,Late,125.94
ORD4465,6/27/2023,On Time,81.4
ORD4466,6/28/2023,On Time,95.96
ORD4467,6/29/2023,Late,73.68
ORD4468,6/30/2023,On Time,112.73
ORD4469,7/1/2023,On Time,80.15
ORD4470,7/2/2023,On Time,146.8
ORD4471,7/3/2023,On Time,120.29
ORD4472,7/4/2023,On Time,63.67
ORD4473,7/5/2023,Late,91.67
ORD4474,7/6/2023,On Time,88.54
ORD4475,7/7/2023,Late,103.42
ORD4476,7/8/2023,On Time,134.19
ORD4477,7/9/2023,On Time,108.34
ORD4478,7/10/2023,On Time,56.16
ORD4479,7/11/2023,On Time,115.54
ORD4480,7/12/2023,On Time,50.83
ORD4481,7/13/2023,On Time,128
ORD4482,7/14/2023,On Time,116.66
ORD4483,7/15/2023,On Time,80.88
ORD4484,7/16/2023,On Time,79.24
ORD4485,7/17/2023,On Time,129.83
ORD4486,7/18/2023,On Time,128.33
ORD4487,7/19/2023,On Time,85.23
ORD4488,7/20/2023,On Time,79.89
ORD4489,7/21/2023,Late,105.98
ORD4490,7/22/2023,On Time,50.84
ORD4491,7/23/2023,On Time,58.27
ORD4492,7/24/2023,On Time,62.62
ORD4493,7/25/2023,On Time,68.54
ORD4494,7/26/2023,On Time,101.2
ORD4495,7/27/2023,Late,149.22
ORD4496,7/28/2023,Late,115.26
ORD4497,7/29/2023,On Time,56.13
ORD4498,7/30/2023,On Time,102.56
ORD4499,7/31/2023,On Time,99.66
ORD4500,8/1/2023,On Time,64.42
ORD4501,8/2/2023,On Time,142.03
ORD4502,8/3/2023,On Time,94.08
ORD4503,8/4/2023,On Time,149.46
ORD4504,8/5/2023,On Time,92.01
ORD4505,8/6/2023,On Time,110.8
ORD4506,8/7/2023,Late,60.48
ORD4507,8/8/2023,On Time,95.42
ORD4508,8/9/2023,On Time,73.88
ORD4509,8/10/2023,On Time,133.56
ORD4510,8/11/2023,Late,128.39
ORD4511,8/12/2023,Late,132.42
ORD4512,8/13/2023,On Time,122.36
ORD4513,8/14/2023,On Time,133.27
ORD4514,8/15/2023,On Time,70.08
ORD4515,8/16/2023,On Time,95.2
ORD4516,8/17/2023,On Time,119.18
ORD4517,8/18/2023,On Time,113.74
ORD4518,8/19/2023,On Time,121.64
ORD4519,8/20/2023,On Time,72.43
ORD4520,8/21/2023,On Time,59.84
ORD4521,8/22/2023,Late,141.68
ORD4522,8/23/2023,On Time,106.02
ORD4523,8/24/2023,On Time,65.38
ORD4524,8/25/2023,On Time,129.34
ORD4525,8/26/2023,On Time,141.49
ORD4526,8/27/2023,On Time,66.96
ORD4527,8/28/2023,On Time,131.74
ORD4528,8/29/2023,Late,143.32
ORD4529,8/30/2023,On Time,143.84
ORD4530,8/31/2023,On Time,141.42
ORD4531,9/1/2023,Late,104.64
ORD4532,9/2/2023,On Time,85.62
ORD4533,9/3/2023,On Time,50.73
ORD4534,9/4/2023,On Time,56.09
ORD4535,9/5/2023,On Time,92.88
ORD4536,9/6/2023,On Time,89.93
ORD4537,9/7/2023,On Time,68.47
ORD4538,9/8/2023,On Time,89.55
ORD4539,9/9/2023,On Time,67.47
ORD4540,9/10/2023,On Time,134.88
ORD4541,9/11/2023,On Time,79.82
ORD4542,9/12/2023,On Time,109.86
ORD4543,9/13/2023,Late,100.28
ORD4544,9/14/2023,On Time,55.19
ORD4545,9/15/2023,On Time,144.22
ORD4546,9/16/2023,Late,102.72
ORD4547,9/17/2023,On Time,82.51
ORD4548,9/18/2023,On Time,65.81
ORD4549,9/19/2023,On Time,83.85
ORD4550,9/20/2023,On Time,52.05
ORD4551,9/21/2023,On Time,86.36
ORD4552,9/22/2023,On Time,103.15
ORD4553,9/23/2023,On Time,137.19
ORD4554,9/24/2023,On Time,118.74
ORD4555,9/25/2023,Late,61.16
ORD4556,9/26/2023,On Time,64.77
ORD4557,9/27/2023,Late,92.81
ORD4558,9/28/2023,On Time,69.57
ORD4559,9/29/2023,Late,52.78
ORD4560,9/30/2023,On Time,130.5
ORD4561,10/1/2023,On Time,51.95
ORD4562,10/2/2023,On Time,133.07
ORD4563,10/3/2023,On Time,64.41
ORD4564,10/4/2023,On Time,147.47
ORD4565,10/5/2023,Late,110.39
ORD4566,10/6/2023,Late,123.5
ORD4567,10/7/2023,On Time,61.05
ORD4568,10/8/2023,On Time,136.21
ORD4569,10/9/2023,On Time,133.92
ORD4570,10/10/2023,On Time,115.3
ORD4571,10/11/2023,On Time,100.23
ORD4572,10/12/2023,On Time,122.15
ORD4573,10/13/2023,Late,50.59
ORD4574,10/14/2023,On Time,109.24
ORD4575,10/15/2023,On Time,134.74
ORD4576,10/16/2023,On Time,85.69
ORD4577,10/17/2023,On Time,60.83
ORD4578,10/18/2023,On Time,92.09
ORD4579,10/19/2023,On Time,122.71
ORD4580,10/20/2023,Late,60.73
ORD4581,10/21/2023,On Time,70.6
ORD4582,10/22/2023,On Time,64.76
ORD4583,10/23/2023,Late,129.69
ORD4584,10/24/2023,On Time,56.29
ORD4585,10/25/2023,On Time,118.66
ORD4586,10/26/2023,On Time,86.65
ORD4587,10/27/2023,On Time,125.58
ORD4588,10/28/2023,On Time,146.44
ORD4589,10/29/2023,On Time,61.45
ORD4590,10/30/2023,On Time,81.44
ORD4591,10/31/2023,On Time,131.01
ORD4592,11/1/2023,Late,76.62
ORD4593,11/2/2023,On Time,71.51
ORD4594,11/3/2023,On Time,132.54
ORD4595,11/4/2023,On Time,148.71
ORD4596,11/5/2023,On Time,105.69
ORD4597,11/6/2023,On Time,77.8
ORD4598,11/7/2023,Late,89.86
ORD4599,11/8/2023,Late,67.01
ORD4600,11/9/2023,On Time,126.19
ORD4601,11/10/2023,On Time,127.35
ORD4602,11/11/2023,On Time,137.51
ORD4603,11/12/2023,On Time,52.66
ORD4604,11/13/2023,On Time,106.2
ORD4605,11/14/2023,Late,71.43
ORD4606,11/15/2023,On Time,84.09
ORD4607,11/16/2023,On Time,128.5
ORD4608,11/17/2023,On Time,69.2
ORD4609,11/18/2023,Late,113.83
ORD4610,11/19/2023,On Time,115.46
ORD4611,11/20/2023,Late,145.41
ORD4612,11/21/2023,On Time,127.52
ORD4613,11/22/2023,On Time,130.36
ORD4614,11/23/2023,On Time,103.16
ORD4615,11/24/2023,On Time,68.68
ORD4616,11/25/2023,On Time,92.56
ORD4617,11/26/2023,On Time,104.95
ORD4618,11/27/2023,On Time,117.84
ORD4619,11/28/2023,On Time,110.77
ORD4620,11/29/2023,On Time,89.4
ORD4621,11/30/2023,On Time,76.53
ORD4622,12/1/2023,On Time,66.82
ORD4623,12/2/2023,On Time,119.38
ORD4624,12/3/2023,On Time,114.54
ORD4625,12/4/2023,On Time,118.74
ORD4626,12/5/2023,On Time,87.25
ORD4627,12/6/2023,On Time,76.24
ORD4628,12/7/2023,On Time,125.97
ORD4629,12/8/2023,On Time,127.36
ORD4630,12/9/2023,On Time,95.56
ORD4631,12/10/2023,On Time,111.19
ORD4632,12/11/2023,On Time,87.35
ORD4633,12/12/2023,On Time,120.19
ORD4634,12/13/2023,On Time,133.57
ORD4635,12/14/2023,On Time,118.82
ORD4636,12/15/2023,On Time,101.26
ORD4637,12/16/2023,On Time,95.87
ORD4638,12/17/2023,On Time,114.23
ORD4639,12/18/2023,On Time,117.98
ORD4640,12/19/2023,On Time,105.87
ORD4641,12/20/2023,Late,112.49
ORD4642,12/21/2023,On Time,59.66
ORD4643,12/22/2023,On Time,145.18
ORD4644,12/23/2023,On Time,129.08
ORD4645,12/24/2023,On Time,87.39
ORD4646,12/25/2023,On Time,106.28
ORD4647,12/26/2023,On Time,54.73
ORD4648,12/27/2023,On Time,54.12
ORD4649,12/28/2023,On Time,75.08
ORD4650,12/29/2023,Late,118.97
ORD4651,12/30/2023,On Time,135.21
ORD4652,12/31/2023,On Time,105.92
ORD4653,1/1/2023,On Time,103.21
ORD4654,1/2/2023,On Time,90.23
ORD4655,1/3/2023,On Time,66.16
ORD4656,1/4/2023,On Time,61.84
ORD4657,1/5/2023,Late,126.07
ORD4658,1/6/2023,On Time,142.75
ORD4659,1/7/2023,On Time,95.83
ORD4660,1/8/2023,Late,115.94
ORD4661,1/9/2023,On Time,141.45
ORD4662,1/10/2023,Late,59.01
ORD4663,1/11/2023,On Time,127.05
ORD4664,1/12/2023,On Time,111.68
ORD4665,1/13/2023,On Time,109.86
ORD4666,1/14/2023,On Time,79.25
ORD4667,1/15/2023,On Time,118.39
ORD4668,1/16/2023,On Time,129.48
ORD4669,1/17/2023,Late,61.29
ORD4670,1/18/2023,On Time,103.35
ORD4671,1/19/2023,On Time,60.13
ORD4672,1/20/2023,On Time,137.26
ORD4673,1/21/2023,On Time,100.76
ORD4674,1/22/2023,On Time,130.8
ORD4675,1/23/2023,On Time,86.81
ORD4676,1/24/2023,On Time,62.51
ORD4677,1/25/2023,On Time,54.15
ORD4678,1/26/2023,On Time,78.15
ORD4679,1/27/2023,Late,74.42
ORD4680,1/28/2023,On Time,106.04
ORD4681,1/29/2023,On Time,52.17
ORD4682,1/30/2023,On Time,102.06
ORD4683,1/31/2023,On Time,89.18
ORD4684,2/1/2023,On Time,107.71
ORD4685,2/2/2023,On Time,120.24
ORD4686,2/3/2023,On Time,113.41
ORD4687,2/4/2023,On Time,148.46
ORD4688,2/5/2023,On Time,63.83
ORD4689,2/6/2023,Late,92.97
ORD4690,2/7/2023,On Time,92.48
ORD4691,2/8/2023,On Time,91.71
ORD4692,2/9/2023,On Time,116.38
ORD4693,2/10/2023,On Time,98.98
ORD4694,2/11/2023,On Time,101.74
ORD4695,2/12/2023,On Time,93.24
ORD4696,2/13/2023,On Time,149.17
ORD4697,2/14/2023,On Time,142.76
ORD4698,2/15/2023,On Time,80.77
ORD4699,2/16/2023,On Time,61.16
ORD4700,2/17/2023,On Time,133.98
ORD4701,2/18/2023,On Time,149.72
ORD4702,2/19/2023,On Time,79.26
ORD4703,2/20/2023,On Time,85.78
ORD4704,2/21/2023,On Time,144.16
ORD4705,2/22/2023,On Time,121.11
ORD4706,2/23/2023,On Time,79.56
ORD4707,2/24/2023,On Time,108.1
ORD4708,2/25/2023,On Time,144.42
ORD4709,2/26/2023,On Time,131.18
ORD4710,2/27/2023,On Time,124.18
ORD4711,2/28/2023,On Time,123.7
ORD4712,3/1/2023,On Time,67.8
ORD4713,3/2/2023,On Time,132.47
ORD4714,3/3/2023,On Time,77.61
ORD4715,3/4/2023,On Time,143.04
ORD4716,3/5/2023,Late,86.46
ORD4717,3/6/2023,On Time,135.77
ORD4718,3/7/2023,On Time,76.62
ORD4719,3/8/2023,Late,101.45
ORD4720,3/9/2023,Late,60.69
ORD4721,3/10/2023,On Time,116.01
ORD4722,3/11/2023,On Time,133.61
ORD4723,3/12/2023,On Time,121.84
ORD4724,3/13/2023,On Time,102.33
ORD4725,3/14/2023,On Time,54.51
ORD4726,3/15/2023,On Time,143.34
ORD4727,3/16/2023,On Time,120.55
ORD4728,3/17/2023,Late,124.59
ORD4729,3/18/2023,On Time,129.47
ORD4730,3/19/2023,On Time,124.77
ORD4731,3/20/2023,On Time,94.11
ORD4732,3/21/2023,On Time,123.36
ORD4733,3/22/2023,On Time,112.5
ORD4734,3/23/2023,On Time,135.4
ORD4735,3/24/2023,On Time,130.25
ORD4736,3/25/2023,On Time,54.14
ORD4737,3/26/2023,On Time,87.89
ORD4738,3/27/2023,Late,53.47
ORD4739,3/28/2023,On Time,60.21
ORD4740,3/29/2023,On Time,110.14
ORD4741,3/30/2023,On Time,137.38
ORD4742,3/31/2023,On Time,61.98
ORD4743,4/1/2023,On Time,95.11
ORD4744,4/2/2023,On Time,141.09
ORD4745,4/3/2023,Late,131.43
ORD4746,4/4/2023,Late,101.97
ORD4747,4/5/2023,On Time,127.16
ORD4748,4/6/2023,On Time,102.27
ORD4749,4/7/2023,On Time,65.81
ORD4750,4/8/2023,On Time,62.47
ORD4751,4/9/2023,On Time,68.84
ORD4752,4/10/2023,On Time,85.09
ORD4753,4/11/2023,Late,143.05
ORD4754,4/12/2023,On Time,129.97
ORD4755,4/13/2023,Late,93.28
ORD4756,4/14/2023,On Time,99.31
ORD4757,4/15/2023,On Time,76.56
ORD4758,4/16/2023,On Time,120.44
ORD4759,4/17/2023,On Time,130.28
ORD4760,4/18/2023,On Time,73.89
ORD4761,4/19/2023,Late,54.18
ORD4762,4/20/2023,On Time,112.39
ORD4763,4/21/2023,Late,106.25
ORD4764,4/22/2023,Late,90.21
ORD4765,4/23/2023,On Time,114.39
ORD4766,4/24/2023,Late,105.06
ORD4767,4/25/2023,Late,75.06
ORD4768,4/26/2023,On Time,89.77
ORD4769,4/27/2023,On Time,92.81
ORD4770,4/28/2023,Late,138.02
ORD4771,4/29/2023,On Time,146.09
ORD4772,4/30/2023,On Time,139.3
ORD4773,5/1/2023,Late,121.92
ORD4774,5/2/2023,On Time,108.5
ORD4775,5/3/2023,On Time,118.93
ORD4776,5/4/2023,On Time,143.91
ORD4777,5/5/2023,On Time,75
ORD4778,5/6/2023,On Time,103.51
ORD4779,5/7/2023,Late,118.96
ORD4780,5/8/2023,On Time,117.92
ORD4781,5/9/2023,On Time,75.23
ORD4782,5/10/2023,On Time,108.67
ORD4783,5/11/2023,On Time,129.59
ORD4784,5/12/2023,On Time,97.51
ORD4785,5/13/2023,Late,129.33
ORD4786,5/14/2023,Late,85.99
ORD4787,5/15/2023,On Time,143.88
ORD4788,5/16/2023,On Time,103.39
ORD4789,5/17/2023,Late,109.59
ORD4790,5/18/2023,Late,53.14
ORD4791,5/19/2023,On Time,67.03
ORD4792,5/20/2023,On Time,113.29
ORD4793,5/21/2023,On Time,91.99
ORD4794,5/22/2023,Late,100.82
ORD4795,5/23/2023,On Time,56.3
ORD4796,5/24/2023,On Time,133.41
ORD4797,5/25/2023,On Time,128.45
ORD4798,5/26/2023,Late,68.54
ORD4799,5/27/2023,On Time,113.43
ORD4800,5/28/2023,On Time,131.83
ORD4801,5/29/2023,On Time,114.09
ORD4802,5/30/2023,On Time,81.04
ORD4803,5/31/2023,On Time,115.61
ORD4804,6/1/2023,Late,71.05
ORD4805,6/2/2023,Late,81.83
ORD4806,6/3/2023,Late,74.01
ORD4807,6/4/2023,Late,105.69
ORD4808,6/5/2023,On Time,60.82
ORD4809,6/6/2023,Late,143.33
ORD4810,6/7/2023,On Time,83.35
ORD4811,6/8/2023,On Time,71.9
ORD4812,6/9/2023,Late,99.65
ORD4813,6/10/2023,On Time,77.7
ORD4814,6/11/2023,On Time,103.49
ORD4815,6/12/2023,On Time,84.85
ORD4816,6/13/2023,On Time,63.21
ORD4817,6/14/2023,On Time,76.59
ORD4818,6/15/2023,Late,93.84
ORD4819,6/16/2023,Late,53.03
ORD4820,6/17/2023,On Time,127.06
ORD4821,6/18/2023,On Time,112.18
ORD4822,6/19/2023,On Time,110.14
ORD4823,6/20/2023,Late,104.6
ORD4824,6/21/2023,On Time,109.03
ORD4825,6/22/2023,On Time,143.47
ORD4826,6/23/2023,On Time,50.86
ORD4827,6/24/2023,On Time,54.78
ORD4828,6/25/2023,On Time,69.15
ORD4829,6/26/2023,Late,66.73
ORD4830,6/27/2023,On Time,68.12
ORD4831,6/28/2023,On Time,117.19
ORD4832,6/29/2023,On Time,95.95
ORD4833,6/30/2023,On Time,149.18
ORD4834,7/1/2023,On Time,72.69
ORD4835,7/2/2023,On Time,81.08
ORD4836,7/3/2023,On Time,148.42
ORD4837,7/4/2023,On Time,133.18
ORD4838,7/5/2023,Late,96.98
ORD4839,7/6/2023,On Time,105.46
ORD4840,7/7/2023,Late,134.32
ORD4841,7/8/2023,On Time,98.1
ORD4842,7/9/2023,On Time,70.6
ORD4843,7/10/2023,On Time,132.84
ORD4844,7/11/2023,On Time,103.78
ORD4845,7/12/2023,On Time,65.3
ORD4846,7/13/2023,On Time,100.56
ORD4847,7/14/2023,On Time,91.32
ORD4848,7/15/2023,On Time,137.68
ORD4849,7/16/2023,On Time,62.61
ORD4850,7/17/2023,On Time,137.52
ORD4851,7/18/2023,On Time,101.22
ORD4852,7/19/2023,On Time,90.44
ORD4853,7/20/2023,On Time,66.2
ORD4854,7/21/2023,On Time,120.08
ORD4855,7/22/2023,On Time,142.68
ORD4856,7/23/2023,On Time,87.54
ORD4857,7/24/2023,Late,74.16
ORD4858,7/25/2023,Late,105.49
ORD4859,7/26/2023,On Time,129.62
ORD4860,7/27/2023,On Time,50.38
ORD4861,7/28/2023,On Time,113.14
ORD4862,7/29/2023,On Time,109.65
ORD4863,7/30/2023,Late,81.82
ORD4864,7/31/2023,On Time,95.14
ORD4865,8/1/2023,On Time,74.7
ORD4866,8/2/2023,On Time,128.99
ORD4867,8/3/2023,On Time,113.45
ORD4868,8/4/2023,On Time,103.27
ORD4869,8/5/2023,On Time,89.25
ORD4870,8/6/2023,Late,79.14
ORD4871,8/7/2023,On Time,132.27
ORD4872,8/8/2023,On Time,95.14
ORD4873,8/9/2023,Late,100.14
ORD4874,8/10/2023,On Time,102.08
ORD4875,8/11/2023,Late,94.84
ORD4876,8/12/2023,Late,75.61
ORD4877,8/13/2023,On Time,62.03
ORD4878,8/14/2023,On Time,59.85
ORD4879,8/15/2023,On Time,125.75
ORD4880,8/16/2023,Late,72.35
ORD4881,8/17/2023,On Time,55.57
ORD4882,8/18/2023,On Time,129.75
ORD4883,8/19/2023,Late,65.41
ORD4884,8/20/2023,Late,112.51
ORD4885,8/21/2023,Late,83.86
ORD4886,8/22/2023,On Time,62.65
ORD4887,8/23/2023,Late,91.45
ORD4888,8/24/2023,On Time,51.48
ORD4889,8/25/2023,Late,134.1
ORD4890,8/26/2023,On Time,101.35
ORD4891,8/27/2023,On Time,63.92
ORD4892,8/28/2023,On Time,73.7
ORD4893,8/29/2023,On Time,94.8
ORD4894,8/30/2023,On Time,68.89
ORD4895,8/31/2023,On Time,76.86
ORD4896,9/1/2023,On Time,103.44
ORD4897,9/2/2023,On Time,133.26
ORD4898,9/3/2023,Late,90.18
ORD4899,9/4/2023,On Time,121.7
ORD4900,9/5/2023,On Time,137.67
ORD4901,9/6/2023,On Time,71.63
ORD4902,9/7/2023,On Time,130.72
ORD4903,9/8/2023,On Time,125.74
ORD4904,9/9/2023,On Time,85.69
ORD4905,9/10/2023,On Time,148.95
ORD4906,9/11/2023,Late,76.26
ORD4907,9/12/2023,Late,75.48
ORD4908,9/13/2023,On Time,127.23
ORD4909,9/14/2023,Late,93.47
ORD4910,9/15/2023,On Time,83.08
ORD4911,9/16/2023,On Time,67.87
ORD4912,9/17/2023,On Time,126.53
ORD4913,9/18/2023,On Time,128.63
ORD4914,9/19/2023,On Time,106.66
ORD4915,9/20/2023,On Time,145.73
ORD4916,9/21/2023,On Time,81.82
ORD4917,9/22/2023,On Time,71.96
ORD4918,9/23/2023,On Time,117.75
ORD4919,9/24/2023,On Time,125.84
ORD4920,9/25/2023,On Time,72.49
ORD4921,9/26/2023,On Time,57.66
ORD4922,9/27/2023,On Time,131.05
ORD4923,9/28/2023,On Time,147.65
ORD4924,9/29/2023,Late,114.47
ORD4925,9/30/2023,On Time,77.79
ORD4926,10/1/2023,On Time,149.67
ORD4927,10/2/2023,On Time,139.33
ORD4928,10/3/2023,On Time,101.34
ORD4929,10/4/2023,On Time,132.53
ORD4930,10/5/2023,On Time,131.58
ORD4931,10/6/2023,On Time,143.48
ORD4932,10/7/2023,On Time,134.09
ORD4933,10/8/2023,On Time,114.37
ORD4934,10/9/2023,On Time,110.93
ORD4935,10/10/2023,On Time,96.74
ORD4936,10/11/2023,On Time,112.65
ORD4937,10/12/2023,On Time,129.52
ORD4938,10/13/2023,On Time,146.9
ORD4939,10/14/2023,On Time,96.73
ORD4940,10/15/2023,On Time,107.37
ORD4941,10/16/2023,On Time,94.48
ORD4942,10/17/2023,On Time,116.85
ORD4943,10/18/2023,Late,112.99
ORD4944,10/19/2023,On Time,51.78
ORD4945,10/20/2023,Late,104.12
ORD4946,10/21/2023,On Time,58.85
ORD4947,10/22/2023,On Time,52.64
ORD4948,10/23/2023,On Time,129.12
ORD4949,10/24/2023,On Time,75.86
ORD4950,10/25/2023,On Time,84.07
ORD4951,10/26/2023,On Time,56.41
ORD4952,10/27/2023,On Time,67.95
ORD4953,10/28/2023,On Time,126.56
ORD4954,10/29/2023,On Time,99.35
ORD4955,10/30/2023,Late,138.07
ORD4956,10/31/2023,On Time,89.72
ORD4957,11/1/2023,On Time,76.87
ORD4958,11/2/2023,On Time,84.76
ORD4959,11/3/2023,On Time,121.28
ORD4960,11/4/2023,On Time,105.5
ORD4961,11/5/2023,Late,140.42
ORD4962,11/6/2023,On Time,110.22
ORD4963,11/7/2023,On Time,99.3
ORD4964,11/8/2023,On Time,128.58
ORD4965,11/9/2023,Late,144.75
ORD4966,11/10/2023,On Time,85.58
ORD4967,11/11/2023,On Time,74.99
ORD4968,11/12/2023,Late,111.62
ORD4969,11/13/2023,On Time,99.89
ORD4970,11/14/2023,Late,148.92
ORD4971,11/15/2023,On Time,96.24
ORD4972,11/16/2023,On Time,57.43
ORD4973,11/17/2023,On Time,147.74
ORD4974,11/18/2023,On Time,134.36
ORD4975,11/19/2023,Late,67.83
ORD4976,11/20/2023,On Time,140.46
ORD4977,11/21/2023,On Time,84.07
ORD4978,11/22/2023,On Time,87.71
ORD4979,11/23/2023,On Time,140.64
ORD4980,11/24/2023,On Time,103.01
ORD4981,11/25/2023,On Time,63.78
ORD4982,11/26/2023,On Time,86.91
ORD4983,11/27/2023,On Time,122.21
ORD4984,11/28/2023,On Time,67.42
ORD4985,11/29/2023,On Time,109.02
ORD4986,11/30/2023,On Time,119.53
ORD4987,12/1/2023,Late,84.39
ORD4988,12/2/2023,Late,119.39
ORD4989,12/3/2023,On Time,138.42
ORD4990,12/4/2023,On Time,97.21
ORD4991,12/5/2023,On Time,88.29
ORD4992,12/6/2023,On Time,75.12
ORD4993,12/7/2023,On Time,110.42
ORD4994,12/8/2023,On Time,137.99
ORD4995,12/9/2023,On Time,82.47
ORD4996,12/10/2023,Late,89.62
ORD4997,12/11/2023,On Time,90.66
ORD4998,12/12/2023,On Time,106.08
ORD4999,12/13/2023,On Time,72.84
ORD5000,12/14/2023,On Time,132.22
ORD5001,12/15/2023,Late,79.56
ORD5002,12/16/2023,On Time,120.54
ORD5003,12/17/2023,On Time,101.32
ORD5004,12/18/2023,On Time,108.59
ORD5005,12/19/2023,On Time,67.96
ORD5006,12/20/2023,On Time,123.5
ORD5007,12/21/2023,Late,68.86
ORD5008,12/22/2023,Late,61.35
ORD5009,12/23/2023,On Time,104.67
ORD5010,12/24/2023,On Time,120.93
ORD5011,12/25/2023,Late,55
ORD5012,12/26/2023,On Time,56.94
ORD5013,12/27/2023,On Time,130.27
ORD5014,12/28/2023,On Time,130.9
ORD5015,12/29/2023,On Time,74.53
ORD5016,12/30/2023,On Time,111.52
ORD5017,12/31/2023,On Time,94.32
ORD5018,1/1/2023,On Time,113.27
ORD5019,1/2/2023,On Time,136.29
ORD5020,1/3/2023,On Time,57.99
ORD5021,1/4/2023,Late,127.8
ORD5022,1/5/2023,Late,99.3
ORD5023,1/6/2023,Late,106.41
ORD5024,1/7/2023,On Time,115.39
ORD5025,1/8/2023,On Time,142.26
ORD5026,1/9/2023,On Time,55.67
ORD5027,1/10/2023,On Time,52.95
ORD5028,1/11/2023,On Time,67.83
ORD5029,1/12/2023,On Time,148.64
ORD5030,1/13/2023,On Time,121.51
ORD5031,1/14/2023,Late,111.46
